flight_date,flight_status,airline_name,airline_iata,departure_airport,departure_iata,departure_time,arrival_airport,arrival_iata,arrival_time,logo_url,aircraft_type
8/22/2025,landed,Delta Air Lines,DL,Palese,BRI,2025-08-22T06:30:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2017/09/Delta-Air-Lines-Logo-500x313.png,Boeing 747
8/22/2025,scheduled,Southwest Airlines,WN,Albany International,ALB,2025-08-22T07:10:00+00:00,Denver International,DEN,2025-08-22T09:10:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 747
8/22/2025,landed,China Southern Airlines,CZ,Palese,BRI,2025-08-22T06:30:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 737
8/22/2025,landed,China Airlines,CI,Palese,BRI,2025-08-22T06:30:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/09/China-Airlines-logo-500x276.png,Embraer E190
8/22/2025,landed,Aerolineas Argentinas,AR,Palese,BRI,2025-08-22T06:30:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Aerolineas-Argentinas-Logo-500x281.png,Boeing 747
8/22/2025,scheduled,American Airlines,AA,Albany International,ALB,2025-08-22T07:03:00+00:00,Chicago O'hare International,ORD,2025-08-22T08:39:00+00:00,https://1000logos.net/wp-content/uploads/2016/10/American-Airlines-Logo-500x313.png,Boeing 737
8/22/2025,landed,Air France,AF,Palese,BRI,2025-08-22T06:30:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Air-France-Logo-500x313.png,Airbus A380
8/22/2025,landed,Air Canada,AC,Palese,BRI,2025-08-22T06:30:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Air-Canada-Logo-500x313.png,Airbus A320
8/22/2025,scheduled,AlphaSky,AS,Albany International,ALB,2025-08-22T07:03:00+00:00,Chicago O'hare International,ORD,2025-08-22T08:39:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Embraer E190
8/22/2025,landed,ITA Airways,AZ,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2023/06/ITA-Airways-Logo-500x281.png,Airbus A380
8/22/2025,landed,TAP Air Portugal,TP,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 747
8/22/2025,active,American Airlines,AA,Albany International,ALB,2025-08-22T06:07:00+00:00,Philadelphia International,PHL,2025-08-22T07:23:00+00:00,https://1000logos.net/wp-content/uploads/2016/10/American-Airlines-Logo-500x313.png,Boeing 747
8/22/2025,landed,Saudia,SV,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 747
8/22/2025,active,American Airlines,AA,Albany International,ALB,2025-08-22T06:04:00+00:00,Ronald Reagan Washington National Airport,DCA,2025-08-22T07:39:00+00:00,https://1000logos.net/wp-content/uploads/2016/10/American-Airlines-Logo-500x313.png,Boeing 737
8/22/2025,landed,Brussels Airlines,SN,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Brussels-Airlines-Logo-500x281.png,Boeing 737
8/22/2025,landed,TAROM,RO,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/TAROM-Logo-500x281.png,Boeing 787 Dreamliner
8/22/2025,active,Southwest Airlines,WN,Albany International,ALB,2025-08-22T06:00:00+00:00,Baltimore/Washington International Thurgood Marshall,BWI,2025-08-22T07:25:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 747
8/22/2025,landed,Royal Jordanian,RJ,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2021/02/Royal-Jordanian-logo-500x333.png,Embraer E190
8/22/2025,active,United Airlines,UA,Albany International,ALB,2025-08-22T06:00:00+00:00,Washington Dulles International,IAD,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2017/06/United-Airlines-Logo-500x313.png,ATR 72
8/22/2025,landed,Austrian,OS,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 787 Dreamliner
8/22/2025,active,JetBlue Airways,B6,Albany International,ALB,2025-08-22T06:00:00+00:00,Fort Lauderdale–Hollywood International,FLL,2025-08-22T09:15:00+00:00,https://1000logos.net/wp-content/uploads/2019/12/JetBlue-Airways-Logo-500x281.png,Airbus A380
8/22/2025,landed,SWISS,LX,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 787 Dreamliner
8/22/2025,active,Azul,AD,Albany International,ALB,2025-08-22T06:00:00+00:00,Fort Lauderdale–Hollywood International,FLL,2025-08-22T09:15:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 777
8/22/2025,landed,Lufthansa,LH,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2017/03/Logo-Lufthansa-500x91.png,Embraer E190
8/22/2025,active,United Airlines,UA,Albany International,ALB,2025-08-22T06:00:00+00:00,Chicago O'hare International,ORD,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2017/06/United-Airlines-Logo-500x313.png,ATR 72
8/22/2025,landed,Kuwait Airways,KU,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Kuwait-Airways-logo-500x281.png,Airbus A320
8/22/2025,active,Malaysia Airlines,MH,Doha International,DOH,2025-08-22T08:05:00+00:00,"Athens International Airport ""Eleftherios Venizelos""",ATH,2025-08-22T12:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Malaysia-Airlines-Logo-500x281.png,Embraer E190
8/22/2025,active,Air New Zealand,NZ,Albany International,ALB,2025-08-22T06:00:00+00:00,Chicago O'hare International,ORD,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Air-New-Zealand-Logo-500x313.png,Boeing 747
8/22/2025,active,Bulgaria Air,FB,Doha International,DOH,2025-08-22T08:05:00+00:00,"Athens International Airport ""Eleftherios Venizelos""",ATH,2025-08-22T12:35:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Bulgaria-Air-Logo-500x281.png,Boeing 747
8/22/2025,landed,Kenya Airways,KQ,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2021/02/Kenya-Airways-logo-500x333.png,Airbus A320
8/22/2025,active,SriLankan Airlines,UL,Doha International,DOH,2025-08-22T08:05:00+00:00,"Athens International Airport ""Eleftherios Venizelos""",ATH,2025-08-22T12:35:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Srilankan-Airlines-logo-500x329.png,Embraer E190
8/22/2025,landed,KLM,KL,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/KLM-logo-500x294.png,Boeing 737
8/22/2025,active,Qatar Airways,QR,Doha International,DOH,2025-08-22T08:05:00+00:00,Barajas,MAD,2025-08-22T14:10:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Qatar-Airways-Logo-500x313.png,Boeing 747
8/22/2025,active,ANA,NH,Albany International,ALB,2025-08-22T06:00:00+00:00,Chicago O'hare International,ORD,2025-08-22T07:35:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Embraer E190
8/22/2025,landed,Etihad Airways,EY,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Etihad-Airways-Logo-500x313.png,ATR 72
8/22/2025,active,LATAM Airlines,LA,Doha International,DOH,2025-08-22T08:05:00+00:00,Barajas,MAD,2025-08-22T14:10:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Airbus A320
8/22/2025,landed,Emirates,EK,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Emirates-Logo-500x313.png,Airbus A320
8/22/2025,landed,Delta Air Lines,DL,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2017/09/Delta-Air-Lines-Logo-500x313.png,Airbus A320
8/22/2025,active,Air Canada,AC,Albany International,ALB,2025-08-22T06:00:00+00:00,Chicago O'hare International,ORD,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Air-Canada-Logo-500x313.png,Boeing 747
8/22/2025,active,Malaysia Airlines,MH,Doha International,DOH,2025-08-22T08:05:00+00:00,Barajas,MAD,2025-08-22T14:10:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Malaysia-Airlines-Logo-500x281.png,Boeing 787 Dreamliner
8/22/2025,landed,China Airlines,CI,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/09/China-Airlines-logo-500x276.png,Boeing 747
8/22/2025,active,Virgin Australia,VA,Doha International,DOH,2025-08-22T08:05:00+00:00,Barajas,MAD,2025-08-22T14:10:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Virgin-Australia-Logo-500x281.png,Boeing 777
8/22/2025,landed,Aerolineas Argentinas,AR,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Aerolineas-Argentinas-Logo-500x281.png,Airbus A380
8/22/2025,landed,Air France,AF,Tito Menniti,REG,2025-08-22T06:25:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:40:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Air-France-Logo-500x313.png,Embraer E190
8/22/2025,active,SriLankan Airlines,UL,Doha International,DOH,2025-08-22T08:05:00+00:00,Barajas,MAD,2025-08-22T14:10:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Srilankan-Airlines-logo-500x329.png,Boeing 747
8/22/2025,landed,ITA Airways,AZ,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2023/06/ITA-Airways-Logo-500x281.png,ATR 72
8/22/2025,active,Iberia,IB,Doha International,DOH,2025-08-22T08:05:00+00:00,Barajas,MAD,2025-08-22T14:10:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Iberia-logo-500x281.png,Boeing 777
8/22/2025,active,Delta Air Lines,DL,Albany International,ALB,2025-08-22T06:00:00+00:00,Hartsfield-jackson Atlanta International,ATL,2025-08-22T08:32:00+00:00,https://1000logos.net/wp-content/uploads/2017/09/Delta-Air-Lines-Logo-500x313.png,Embraer E190
8/22/2025,landed,Air Europa,UX,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/10/Air-Europa-Logo-500x313.png,Airbus A320
8/22/2025,active,Qatar Airways,QR,Doha International,DOH,2025-08-22T08:00:00+00:00,Los Angeles International,LAX,2025-08-22T14:00:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Qatar-Airways-Logo-500x313.png,Embraer E190
8/22/2025,landed,TAP Air Portugal,TP,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 777
8/22/2025,active,Oman Air,WY,Doha International,DOH,2025-08-22T08:00:00+00:00,Los Angeles International,LAX,2025-08-22T14:00:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Oman-Air-Logo-500x281.png,Boeing 777
8/22/2025,landed,Turkish Airlines,TK,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Turkish_Airlines_logo-700x394.png,Airbus A380
8/22/2025,active,RwandAir,WB,Doha International,DOH,2025-08-22T08:00:00+00:00,Los Angeles International,LAX,2025-08-22T14:00:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/RwandAir-Logo-500x281.png,Boeing 747
8/22/2025,landed,Saudia,SV,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 787 Dreamliner
8/22/2025,active,SriLankan Airlines,UL,Doha International,DOH,2025-08-22T08:00:00+00:00,Los Angeles International,LAX,2025-08-22T14:00:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Srilankan-Airlines-logo-500x329.png,Boeing 777
8/22/2025,landed,Brussels Airlines,SN,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Brussels-Airlines-Logo-500x281.png,Boeing 777
8/22/2025,active,Malaysia Airlines,MH,Doha International,DOH,2025-08-22T08:00:00+00:00,Los Angeles International,LAX,2025-08-22T14:00:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Malaysia-Airlines-Logo-500x281.png,ATR 72
8/22/2025,active,Virgin Atlantic,VS,Albany International,ALB,2025-08-22T06:00:00+00:00,Hartsfield-jackson Atlanta International,ATL,2025-08-22T08:32:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Virgin-Atlantic-Logo-500x281.png,Boeing 777
8/22/2025,landed,TAROM,RO,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/TAROM-Logo-500x281.png,Airbus A320
8/22/2025,active,Qatar Airways,QR,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Qatar-Airways-Logo-500x313.png,Boeing 747
8/22/2025,landed,Austrian,OS,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,ATR 72
8/22/2025,active,RwandAir,WB,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/RwandAir-Logo-500x281.png,Boeing 747
8/22/2025,active,LATAM Airlines,LA,Albany International,ALB,2025-08-22T06:00:00+00:00,Hartsfield-jackson Atlanta International,ATL,2025-08-22T08:32:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 777
8/22/2025,active,SriLankan Airlines,UL,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Srilankan-Airlines-logo-500x329.png,Boeing 787 Dreamliner
8/22/2025,landed,SWISS,LX,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Airbus A320
8/22/2025,active,Malaysia Airlines,MH,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Malaysia-Airlines-Logo-500x281.png,Boeing 777
8/22/2025,active,KLM,KL,Albany International,ALB,2025-08-22T06:00:00+00:00,Hartsfield-jackson Atlanta International,ATL,2025-08-22T08:32:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/KLM-logo-500x294.png,Airbus A320
8/22/2025,landed,Lufthansa,LH,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2017/03/Logo-Lufthansa-500x91.png,Boeing 777
8/22/2025,active,JetBlue Airways,B6,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://1000logos.net/wp-content/uploads/2019/12/JetBlue-Airways-Logo-500x281.png,Boeing 787 Dreamliner
8/22/2025,active,Korean Air,KE,Albany International,ALB,2025-08-22T06:00:00+00:00,Hartsfield-jackson Atlanta International,ATL,2025-08-22T08:32:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Korean-Air-Logo-500x281.png,Boeing 777
8/22/2025,active,AlphaSky,AS,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 747
8/22/2025,landed,Kuwait Airways,KU,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Kuwait-Airways-logo-500x281.png,ATR 72
8/22/2025,active,American Airlines,AA,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://1000logos.net/wp-content/uploads/2016/10/American-Airlines-Logo-500x313.png,Airbus A320
8/22/2025,landed,Air Malta,KM,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Air-Malta-Logo-500x281.png,Embraer E190
8/22/2025,active,Oman Air,WY,Doha International,DOH,2025-08-22T08:00:00+00:00,John F Kennedy International,JFK,2025-08-22T15:10:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Oman-Air-Logo-500x281.png,Embraer E190
8/22/2025,active,Aeromexico,AM,Albany International,ALB,2025-08-22T06:00:00+00:00,Hartsfield-jackson Atlanta International,ATL,2025-08-22T08:32:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Aeromexico-Logo-500x281.png,Airbus A320
8/22/2025,landed,KLM,KL,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/KLM-logo-500x294.png,Boeing 787 Dreamliner
8/22/2025,active,Qatar Airways,QR,Doha International,DOH,2025-08-22T08:00:00+00:00,Heathrow,LHR,2025-08-22T13:15:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Qatar-Airways-Logo-500x313.png,Boeing 737
8/22/2025,active,RwandAir,WB,Doha International,DOH,2025-08-22T08:00:00+00:00,Heathrow,LHR,2025-08-22T13:15:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/RwandAir-Logo-500x281.png,Boeing 747
8/22/2025,landed,Etihad Airways,EY,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Etihad-Airways-Logo-500x313.png,Boeing 737
8/22/2025,active,Virgin Australia,VA,Doha International,DOH,2025-08-22T08:00:00+00:00,Heathrow,LHR,2025-08-22T13:15:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Virgin-Australia-Logo-500x281.png,Boeing 737
8/22/2025,landed,Delta Air Lines,DL,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2017/09/Delta-Air-Lines-Logo-500x313.png,Embraer E190
8/22/2025,active,British Airways,BA,Doha International,DOH,2025-08-22T08:00:00+00:00,Heathrow,LHR,2025-08-22T13:15:00+00:00,https://1000logos.net/wp-content/uploads/2016/10/British-Airways-Logo-500x281.png,Boeing 747
8/22/2025,landed,China Airlines,CI,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/09/China-Airlines-logo-500x276.png,Airbus A380
8/22/2025,active,Qatar Airways,QR,Doha International,DOH,2025-08-22T07:55:00+00:00,George Bush Intercontinental,IAH,2025-08-22T15:50:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Qatar-Airways-Logo-500x313.png,Airbus A380
8/22/2025,active,Delta Air Lines,DL,Albany International,ALB,2025-08-22T06:00:00+00:00,Detroit Metropolitan Wayne County,DTW,2025-08-22T07:42:00+00:00,https://1000logos.net/wp-content/uploads/2017/09/Delta-Air-Lines-Logo-500x313.png,ATR 72
8/22/2025,active,Oman Air,WY,Doha International,DOH,2025-08-22T07:55:00+00:00,George Bush Intercontinental,IAH,2025-08-22T15:50:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Oman-Air-Logo-500x281.png,Airbus A380
8/22/2025,landed,Aerolineas Argentinas,AR,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Aerolineas-Argentinas-Logo-500x281.png,Embraer E190
8/22/2025,active,RwandAir,WB,Doha International,DOH,2025-08-22T07:55:00+00:00,George Bush Intercontinental,IAH,2025-08-22T15:50:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/RwandAir-Logo-500x281.png,ATR 72
8/22/2025,landed,Air France,AF,Papola Casale,BDS,2025-08-22T06:20:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T07:35:00+00:00,https://1000logos.net/wp-content/uploads/2020/03/Air-France-Logo-500x313.png,Airbus A320
8/22/2025,active,SriLankan Airlines,UL,Doha International,DOH,2025-08-22T07:55:00+00:00,George Bush Intercontinental,IAH,2025-08-22T15:50:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Srilankan-Airlines-logo-500x329.png,Embraer E190
8/22/2025,active,Malaysia Airlines,MH,Doha International,DOH,2025-08-22T07:55:00+00:00,George Bush Intercontinental,IAH,2025-08-22T15:50:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Malaysia-Airlines-Logo-500x281.png,Boeing 787 Dreamliner
8/22/2025,landed,Aeroitalia,XZ,Fontanarossa,CTA,2025-08-22T06:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 787 Dreamliner
8/22/2025,landed,Aeroitalia,XZ,Punta Raisi,PMO,2025-08-22T07:10:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 777
8/22/2025,,FlexFlight,W2,Fontanarossa,CTA,2025-08-22T06:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Airbus A380
8/22/2025,,FlexFlight,W2,Punta Raisi,PMO,2025-08-22T07:10:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,ATR 72
8/22/2025,landed,ITA Airways,AZ,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://1000logos.net/wp-content/uploads/2023/06/ITA-Airways-Logo-500x281.png,Boeing 777
8/22/2025,landed,Saudia,SV,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Airbus A320
8/22/2025,landed,Kuwait Airways,KU,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Kuwait-Airways-logo-500x281.png,ATR 72
8/22/2025,landed,Hainan Airlines,HU,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://1000logos.net/wp-content/uploads/2021/04/Hainan-Airlines-logo-500x300.png,Embraer E190
8/22/2025,landed,Etihad Airways,EY,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://1000logos.net/wp-content/uploads/2020/04/Etihad-Airways-Logo-500x313.png,Embraer E190
8/22/2025,landed,China Southern Airlines,CZ,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 777
8/22/2025,landed,SA AVIANCA,AV,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Airbus A320
8/22/2025,landed,Aerolineas Argentinas,AR,Barajas,MAD,2025-08-22T05:55:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:20:00+00:00,https://1000logos.net/wp-content/uploads/2023/05/Aerolineas-Argentinas-Logo-500x281.png,Airbus A380
8/22/2025,landed,Austrian,OS,Vienna International,VIE,2025-08-22T06:35:00+00:00,Leonardo Da Vinci (Fiumicino),FCO,2025-08-22T08:10:00+00:00,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg,Boeing 787 Dreamliner
